distance,hour,day,base_price,is_peak_hour,is_weekend,surge_level,cab_type,provider,trip_type,final_price
12.67,14,1,5.0,0,0,1,Economy,cab1,long,17.07
29.65,18,2,5.0,1,0,3,Minivan,cab2,long,69.55
10.58,7,3,5.0,1,0,3,Economy,cab2,long,21.03
4.56,12,1,5.0,0,0,1,Economy,cab2,medium,9.41
19.93,1,6,5.0,0,1,1,BlackSUV,cab2,long,45.83
6.63,6,5,5.0,0,1,1,Minivan,cab1,medium,17.92
14.48,15,6,5.0,0,1,1,BlackSUV,cab1,long,38.51
18.85,2,0,5.0,0,0,1,Minivan,cab1,long,35.84
4.69,20,6,5.0,1,1,3,Economy,cab2,medium,13.36
10.92,21,6,5.0,0,1,1,Economy,cab1,long,15.16
9.35,13,4,5.0,0,0,1,Quickest,cab2,medium,18.12
13.73,21,2,5.0,0,0,1,Economy,cab2,long,17.83
17.77,20,3,5.0,1,0,3,BlackSUV,cab1,long,71.94
27.28,22,4,5.0,0,0,1,Minivan,cab1,long,48.58
17.3,17,3,5.0,1,0,2,BlackSUV,cab1,long,71.43
7.3,12,3,5.0,0,0,1,Minivan,cab2,medium,18.59
12.39,0,6,5.0,0,1,1,Minivan,cab1,long,26.11
0.77,17,2,5.0,1,0,2,Economy,cab2,short,7.48
3.38,14,2,5.0,0,0,1,BlackSUV,cab1,medium,16.33
24.41,20,3,5.0,1,0,3,Quickest,cab1,long,64.62
4.15,16,1,5.0,0,0,1,BlackSUV,cab2,medium,17.71
8.2,5,4,5.0,0,0,1,Minivan,cab2,medium,20.49
4.77,5,5,5.0,0,1,1,BlackSUV,cab1,medium,19.78
29.19,13,2,5.0,0,0,1,Minivan,cab1,long,53.95
12.24,5,6,5.0,0,1,1,WaitAndSave,cab2,long,13.34
27.25,17,6,5.0,1,1,3,Economy,cab2,long,39.2
1.25,18,5,5.0,1,1,2,BlackSUV,cab2,short,19.71
17.49,11,3,5.0,0,0,1,Minivan,cab2,long,34.54
6.69,10,4,5.0,1,0,3,Quickest,cab2,medium,18.99
21.82,10,2,5.0,1,0,2,Minivan,cab1,long,47.35
24.29,18,3,5.0,1,0,2,Minivan,cab2,long,65.57
21.2,13,4,5.0,0,0,1,BlackSUV,cab1,long,50.6
1.35,2,3,5.0,0,0,1,Economy,cab1,short,6.15
2.05,5,0,5.0,0,0,1,Minivan,cab1,short,11.58
23.3,6,4,5.0,0,0,1,Minivan,cab2,long,42.01
4.66,19,2,5.0,1,0,2,WaitAndSave,cab1,medium,12.81
19.18,3,1,5.0,0,0,1,Minivan,cab1,long,37.13
8.11,20,6,5.0,1,1,2,Quickest,cab2,medium,20.64
8.2,5,2,5.0,0,0,1,Minivan,cab2,medium,20.45
12.76,19,4,5.0,1,0,2,Minivan,cab2,long,36.68
12.52,16,4,5.0,0,0,1,BlackSUV,cab1,long,32.9
2.25,23,5,5.0,0,1,1,Minivan,cab1,short,11.31
20.93,0,3,5.0,0,0,1,Economy,cab2,long,24.06
28.26,18,4,5.0,1,0,2,Quickest,cab2,long,50.29
18.13,23,5,5.0,0,1,1,Economy,cab2,long,22.73
23.75,15,0,5.0,0,0,1,Quickest,cab1,long,36.19
3.34,3,1,5.0,0,0,1,Economy,cab2,medium,8.23
26.36,12,5,5.0,0,1,1,BlackSUV,cab1,long,58.96
16.4,0,1,5.0,0,0,1,BlackSUV,cab2,long,41.23
18.73,1,2,5.0,0,0,1,Minivan,cab2,long,36.05
2.74,22,4,5.0,0,0,1,Minivan,cab2,short,12.48
28.84,18,3,5.0,1,0,3,Quickest,cab2,long,51.75
7.34,16,0,5.0,0,0,1,Minivan,cab1,medium,18.54
20.2,6,1,5.0,0,0,1,Economy,cab2,long,25.17
19.25,3,6,5.0,0,1,1,Minivan,cab2,long,36.08
24.51,0,0,5.0,0,0,1,Quickest,cab1,long,36.39
11.25,12,1,5.0,0,0,1,BlackSUV,cab2,long,32.31
17.07,16,0,5.0,0,0,1,Quickest,cab2,long,27.85
2.38,9,3,5.0,1,0,3,Quickest,cab1,short,13.53
21.2,2,5,5.0,0,1,1,Quickest,cab1,long,31.4
13.96,6,6,5.0,0,1,1,Minivan,cab1,long,29.48
22.01,14,4,5.0,0,0,1,Quickest,cab1,long,32.6
29.73,14,2,5.0,0,0,1,Minivan,cab2,long,51.68
1.65,10,3,5.0,1,0,3,Quickest,cab1,short,10.74
2.15,18,6,5.0,1,1,3,Quickest,cab2,short,14.3
6.22,22,0,5.0,0,0,1,Quickest,cab2,medium,14.72
27.88,17,5,5.0,1,1,3,Economy,cab2,long,38.78
4.77,7,1,5.0,1,0,3,BlackSUV,cab1,medium,22.13
19.62,16,3,5.0,0,0,1,Economy,cab1,long,23.16
6.22,13,1,5.0,0,0,1,BlackSUV,cab2,medium,21.91
4.14,18,2,5.0,1,0,3,WaitAndSave,cab2,medium,11.23
10.33,12,3,5.0,0,0,1,BlackSUV,cab2,long,29.83
19.54,4,3,5.0,0,0,1,Minivan,cab1,long,36.39
24.55,11,5,5.0,0,1,1,WaitAndSave,cab2,long,22.67
16.13,1,3,5.0,0,0,1,Economy,cab1,long,20.31
26.54,3,0,5.0,0,0,1,WaitAndSave,cab1,long,23.8
2.83,3,2,5.0,0,0,1,WaitAndSave,cab1,short,6.24
18.59,3,1,5.0,0,0,1,BlackSUV,cab2,long,43.56
19.14,21,6,5.0,0,1,1,Quickest,cab1,long,28.81
16.75,21,2,5.0,0,0,1,Quickest,cab1,long,26.31
9.93,11,2,5.0,0,0,1,BlackSUV,cab2,medium,28.77
10.03,17,4,5.0,1,0,3,BlackSUV,cab2,long,45.32
17.43,9,1,5.0,1,0,3,Economy,cab2,long,32.29
18.84,17,6,5.0,1,1,3,BlackSUV,cab2,long,73.94
17.6,1,4,5.0,0,0,1,Quickest,cab2,long,28.94
20.55,4,0,5.0,0,0,1,Economy,cab2,long,25.05
6.03,0,6,5.0,0,1,1,BlackSUV,cab1,medium,20.99
16.23,16,0,5.0,0,0,1,Quickest,cab1,long,26.43
6.6,12,6,5.0,0,1,1,BlackSUV,cab1,medium,22.03
17.15,18,1,5.0,1,0,2,WaitAndSave,cab1,long,25.74
23.73,4,2,5.0,0,0,1,Minivan,cab1,long,44.39
23.23,22,0,5.0,0,0,1,WaitAndSave,cab2,long,20.77
8.62,4,0,5.0,0,0,1,Quickest,cab2,medium,17.08
9.38,8,2,5.0,1,0,3,Economy,cab2,medium,19.36
21.1,0,5,5.0,0,1,1,WaitAndSave,cab2,long,20.32
26.46,15,0,5.0,0,0,1,BlackSUV,cab1,long,61.42
7.33,19,5,5.0,1,1,3,BlackSUV,cab2,medium,41.54
13.68,15,1,5.0,0,0,1,Minivan,cab1,long,28.69
0.77,9,0,5.0,1,0,2,Quickest,cab2,short,9.28
6.4,2,2,5.0,0,0,1,Quickest,cab2,medium,14.34
18.2,8,1,5.0,1,0,2,Economy,cab1,long,27.17
13.99,11,3,5.0,0,0,1,Minivan,cab2,long,29.25
11.79,6,6,5.0,0,1,1,BlackSUV,cab1,long,31.01
12.49,11,1,5.0,0,0,1,WaitAndSave,cab1,long,13.82
20.79,15,6,5.0,0,1,1,BlackSUV,cab1,long,51.14
27.88,15,0,5.0,0,0,1,Minivan,cab1,long,49.88
26.76,4,2,5.0,0,0,1,Minivan,cab1,long,47.61
9.49,22,6,5.0,0,1,1,Quickest,cab1,medium,18.27
7.51,8,5,5.0,1,1,2,Economy,cab1,medium,16.78
20.5,15,1,5.0,0,0,1,WaitAndSave,cab2,long,19.72
26.02,18,5,5.0,1,1,3,Quickest,cab2,long,58.27
28.47,12,0,5.0,0,0,1,Quickest,cab2,long,42.89
1.09,12,4,5.0,0,0,1,WaitAndSave,cab2,short,4.84
27.72,0,2,5.0,0,0,1,Minivan,cab2,long,50.9
11.78,13,5,5.0,0,1,1,WaitAndSave,cab1,long,12.5
5.11,10,4,5.0,1,0,3,Quickest,cab1,medium,15.52
8.47,13,0,5.0,0,0,1,BlackSUV,cab2,medium,25.31
8.36,9,1,5.0,1,0,3,WaitAndSave,cab1,medium,14.62
8.06,9,1,5.0,1,0,2,Minivan,cab1,medium,31.98
29.17,0,2,5.0,0,0,1,Minivan,cab2,long,52.63
22.82,6,3,5.0,0,0,1,Quickest,cab2,long,33.78
15.04,23,3,5.0,0,0,1,BlackSUV,cab1,long,37.21
5.48,16,2,5.0,0,0,1,Quickest,cab2,medium,13.24
19.39,3,1,5.0,0,0,1,BlackSUV,cab2,long,47.79
5.2,22,4,5.0,0,0,1,Minivan,cab1,medium,15.85
18.47,19,6,5.0,1,1,2,Minivan,cab2,long,61.92
12.51,17,0,5.0,1,0,2,WaitAndSave,cab1,long,19.07
27.43,17,3,5.0,1,0,2,Economy,cab2,long,52.99
15.86,0,3,5.0,0,0,1,Minivan,cab2,long,32.38
10.75,12,4,5.0,0,0,1,Economy,cab2,long,15.17
26.83,2,1,5.0,0,0,1,BlackSUV,cab2,long,59.05
15.32,23,3,5.0,0,0,1,WaitAndSave,cab1,long,15.62
23.1,0,0,5.0,0,0,1,WaitAndSave,cab2,long,21.21
26.61,4,5,5.0,0,1,1,Quickest,cab1,long,39.91
12.3,7,5,5.0,1,1,3,Minivan,cab1,long,34.74
28.15,10,2,5.0,1,0,3,Minivan,cab1,long,66.55
11.1,18,6,5.0,1,1,2,Economy,cab2,long,23.84
9.06,1,2,5.0,0,0,1,WaitAndSave,cab1,medium,10.43
22.53,0,5,5.0,0,1,1,WaitAndSave,cab1,long,21.42
11.52,16,0,5.0,0,0,1,Minivan,cab1,long,25.09
17.59,20,4,5.0,1,0,2,WaitAndSave,cab1,long,28.94
24.88,1,1,5.0,0,0,1,Quickest,cab2,long,36.32
29.14,1,1,5.0,0,0,1,Minivan,cab2,long,53.63
8.09,16,4,5.0,0,0,1,Quickest,cab1,medium,16.69
24.89,15,4,5.0,0,0,1,Minivan,cab1,long,47.37
20.43,17,5,5.0,1,1,2,WaitAndSave,cab2,long,26.6
16.95,7,3,5.0,1,0,2,WaitAndSave,cab1,long,24.84
14.26,9,1,5.0,1,0,2,Quickest,cab2,long,31.86
24.46,12,3,5.0,0,0,1,Minivan,cab2,long,46.93
28.04,12,4,5.0,0,0,1,Economy,cab2,long,32.91
9.57,1,2,5.0,0,0,1,Economy,cab2,medium,13.81
1.31,23,0,5.0,0,0,1,Minivan,cab2,short,9.81
25.67,9,5,5.0,1,1,3,BlackSUV,cab2,long,75.33
13.96,15,5,5.0,0,1,1,Economy,cab1,long,17.57
0.87,18,4,5.0,1,0,2,Minivan,cab1,short,14.58
3.62,9,6,5.0,1,1,2,WaitAndSave,cab1,medium,9.29
6.26,17,3,5.0,1,0,3,BlackSUV,cab2,medium,36.64
26.54,8,0,5.0,1,0,3,Economy,cab2,long,41.76
6.31,2,2,5.0,0,0,1,WaitAndSave,cab2,medium,9.07
19.47,16,0,5.0,0,0,1,BlackSUV,cab2,long,45.88
4.19,20,1,5.0,1,0,3,Quickest,cab1,medium,18.22
12.13,20,6,5.0,1,1,3,BlackSUV,cab1,long,55.13
12.1,14,5,5.0,0,1,1,BlackSUV,cab2,long,33.43
29.56,15,0,5.0,0,0,1,Minivan,cab2,long,54.91
29.13,8,0,5.0,1,0,3,Minivan,cab2,long,65.93
23.28,11,0,5.0,0,0,1,BlackSUV,cab2,long,53.11
24.74,9,6,5.0,1,1,2,Minivan,cab1,long,63.03
24.5,5,3,5.0,0,0,1,Economy,cab2,long,29.01
5.3,14,6,5.0,0,1,1,Minivan,cab2,medium,16.54
5.67,5,3,5.0,0,0,1,Quickest,cab1,medium,13.55
17.15,16,1,5.0,0,0,1,Quickest,cab1,long,28.12
22.75,1,0,5.0,0,0,1,BlackSUV,cab1,long,54.44
5.16,14,0,5.0,0,0,1,BlackSUV,cab2,medium,20.67
19.33,23,5,5.0,0,1,1,BlackSUV,cab1,long,48.77
18.75,17,1,5.0,1,0,3,Economy,cab1,long,35.14
2.82,12,2,5.0,0,0,1,WaitAndSave,cab2,short,6.02
1.74,13,5,5.0,0,1,1,Economy,cab2,short,6.75
27.19,1,0,5.0,0,0,1,Quickest,cab2,long,39.03
16.25,10,4,5.0,1,0,2,BlackSUV,cab2,long,50.15
23.19,11,5,5.0,0,1,1,Economy,cab1,long,27.02
19.43,9,2,5.0,1,0,2,Minivan,cab2,long,46.26
28.39,0,5,5.0,0,1,1,Quickest,cab2,long,41.21
25.52,5,0,5.0,0,0,1,BlackSUV,cab2,long,58.25
15.99,15,5,5.0,0,1,1,Minivan,cab2,long,33.71
24.08,19,3,5.0,1,0,2,BlackSUV,cab1,long,66.7
8.32,22,2,5.0,0,0,1,Quickest,cab1,medium,16.83
18.31,17,0,5.0,1,0,3,Minivan,cab2,long,55.94
16.6,21,0,5.0,0,0,1,Minivan,cab2,long,33.76
5.43,4,6,5.0,0,1,1,Minivan,cab1,medium,15.96
4.61,7,6,5.0,1,1,2,Economy,cab1,medium,14.9
18.27,8,3,5.0,1,0,3,Minivan,cab1,long,57.06
0.69,21,6,5.0,0,1,1,WaitAndSave,cab2,short,4.56
0.96,23,3,5.0,0,0,1,Minivan,cab2,short,9.82
9.69,3,5,5.0,0,1,1,Quickest,cab2,medium,19.14
25.51,2,6,5.0,0,1,1,Minivan,cab2,long,47.47
5.52,7,4,5.0,1,0,3,Economy,cab1,medium,16.07
24.39,2,0,5.0,0,0,1,BlackSUV,cab2,long,56.42
10.52,16,5,5.0,0,1,1,Economy,cab2,long,14.74
20.23,21,0,5.0,0,0,1,Quickest,cab2,long,31.84
18.79,16,4,5.0,0,0,1,Economy,cab1,long,23.52
8.48,20,4,5.0,1,0,2,BlackSUV,cab1,medium,40.18
0.79,4,6,5.0,0,1,1,Economy,cab1,short,5.52
17.78,11,1,5.0,0,0,1,BlackSUV,cab2,long,42.07
26.38,11,6,5.0,0,1,1,BlackSUV,cab2,long,60.16
3.67,16,3,5.0,0,0,1,Quickest,cab2,medium,11.38
4.18,3,5,5.0,0,1,1,Quickest,cab2,medium,12.08
5.21,8,4,5.0,1,0,2,BlackSUV,cab1,medium,34.16
13.25,2,6,5.0,0,1,1,Economy,cab2,long,17.35
2.05,18,3,5.0,1,0,3,Quickest,cab1,short,14.34
22.59,17,1,5.0,1,0,2,Economy,cab1,long,42.13
24.25,3,5,5.0,0,1,1,Quickest,cab1,long,36.77
23.51,2,4,5.0,0,0,1,Minivan,cab1,long,44.67
3.86,14,4,5.0,0,0,1,Economy,cab2,medium,8.49
10.53,16,5,5.0,0,1,1,Economy,cab1,long,15.58
5.07,1,5,5.0,0,1,1,Quickest,cab2,medium,12.99
11.23,11,4,5.0,0,0,1,Quickest,cab2,long,19.94
23.79,15,6,5.0,0,1,1,Minivan,cab1,long,43.44
21.14,22,3,5.0,0,0,1,BlackSUV,cab1,long,50.28
26.95,2,5,5.0,0,1,1,BlackSUV,cab1,long,63.72
2.01,22,3,5.0,0,0,1,Quickest,cab2,short,9.11
27.38,15,1,5.0,0,0,1,Economy,cab2,long,30.93
2.84,5,3,5.0,0,0,1,Quickest,cab2,short,9.57
16.71,5,0,5.0,0,0,1,Quickest,cab1,long,27.21
9.46,7,5,5.0,1,1,2,BlackSUV,cab1,medium,41.3
23.57,7,0,5.0,1,0,3,WaitAndSave,cab1,long,32.87
24.75,2,1,5.0,0,0,1,Economy,cab2,long,28.56
24.58,16,3,5.0,0,0,1,BlackSUV,cab2,long,56.6
4.65,7,4,5.0,1,0,2,Economy,cab2,medium,13.41
22.37,15,6,5.0,0,1,1,Economy,cab1,long,25.67
5.14,14,3,5.0,0,0,1,Minivan,cab2,medium,16.21
4.9,7,6,5.0,1,1,3,Minivan,cab2,medium,23.07
25.62,2,1,5.0,0,0,1,BlackSUV,cab2,long,58.12
16.35,20,2,5.0,1,0,3,WaitAndSave,cab2,long,20.19
6.55,8,0,5.0,1,0,2,Quickest,cab1,medium,22.85
0.77,16,4,5.0,0,0,1,WaitAndSave,cab1,short,4.75
29.9,16,5,5.0,0,1,1,Minivan,cab1,long,54.61
10.52,20,6,5.0,1,1,3,Quickest,cab1,long,31.7
16.99,14,5,5.0,0,1,1,Minivan,cab1,long,35.05
25.99,15,2,5.0,0,0,1,WaitAndSave,cab2,long,23.29
22.47,13,4,5.0,0,0,1,BlackSUV,cab1,long,52.91
15.96,22,0,5.0,0,0,1,WaitAndSave,cab2,long,16.14
4.96,19,4,5.0,1,0,3,Economy,cab2,medium,15.65
3.16,17,5,5.0,1,1,2,Minivan,cab1,medium,21.63
8.98,3,5,5.0,0,1,1,Economy,cab2,medium,13.8
10.57,19,5,5.0,1,1,2,WaitAndSave,cab2,long,19.72
20.99,13,0,5.0,0,0,1,Economy,cab2,long,26.0
14.62,8,6,5.0,1,1,3,Economy,cab1,long,31.08
8.43,13,6,5.0,0,1,1,WaitAndSave,cab1,medium,10.18
2.34,22,5,5.0,0,1,1,BlackSUV,cab1,short,14.39
20.78,0,6,5.0,0,1,1,Minivan,cab1,long,38.51
5.28,8,1,5.0,1,0,2,WaitAndSave,cab1,medium,11.94
7.45,7,0,5.0,1,0,3,WaitAndSave,cab1,medium,15.87
4.43,5,2,5.0,0,0,1,WaitAndSave,cab1,medium,7.41
12.84,15,4,5.0,0,0,1,WaitAndSave,cab1,long,13.28
14.72,5,6,5.0,0,1,1,Minivan,cab2,long,29.37
25.76,16,4,5.0,0,0,1,BlackSUV,cab2,long,59.44
22.25,23,4,5.0,0,0,1,Minivan,cab1,long,42.48
22.15,19,6,5.0,1,1,3,WaitAndSave,cab2,long,29.16
13.26,19,3,5.0,1,0,2,WaitAndSave,cab2,long,19.13
12.1,19,4,5.0,1,0,3,Economy,cab2,long,19.99
0.66,20,4,5.0,1,0,2,Minivan,cab1,short,10.67
19.7,18,4,5.0,1,0,3,Quickest,cab1,long,46.31
29.01,20,5,5.0,1,1,2,Economy,cab2,long,52.17
12.54,1,0,5.0,0,0,1,Minivan,cab1,long,26.43
26.59,7,6,5.0,1,1,3,BlackSUV,cab1,long,102.27
29.29,22,3,5.0,0,0,1,Minivan,cab2,long,54.77
22.48,2,4,5.0,0,0,1,Economy,cab2,long,26.27
7.62,1,1,5.0,0,0,1,Minivan,cab2,medium,19.99
17.82,9,0,5.0,1,0,2,BlackSUV,cab2,long,55.62
24.73,7,3,5.0,1,0,2,Minivan,cab1,long,74.84
10.4,23,6,5.0,0,1,1,Quickest,cab1,long,19.86
3.98,17,1,5.0,1,0,3,Quickest,cab1,medium,17.5
1.1,14,0,5.0,0,0,1,WaitAndSave,cab1,short,4.7
8.32,20,4,5.0,1,0,2,BlackSUV,cab1,medium,30.49
17.93,14,4,5.0,0,0,1,Quickest,cab1,long,28.36
28.5,16,2,5.0,0,0,1,Minivan,cab2,long,51.55
10.08,4,4,5.0,0,0,1,Minivan,cab2,long,22.74
6.63,7,0,5.0,1,0,2,Quickest,cab2,medium,22.13
7.45,20,1,5.0,1,0,2,Minivan,cab1,medium,30.61
17.99,0,6,5.0,0,1,1,Quickest,cab1,long,28.69
4.46,15,5,5.0,0,1,1,BlackSUV,cab2,medium,18.47
3.38,12,2,5.0,0,0,1,Minivan,cab2,medium,12.82
1.81,1,5,5.0,0,1,1,Quickest,cab2,short,8.64
23.08,14,5,5.0,0,1,1,Minivan,cab1,long,43.41
25.87,11,5,5.0,0,1,1,WaitAndSave,cab1,long,24.42
20.59,22,2,5.0,0,0,1,Quickest,cab1,long,33.26
2.16,15,2,5.0,0,0,1,Minivan,cab1,short,11.28
17.48,2,5,5.0,0,1,1,BlackSUV,cab1,long,43.21
16.87,11,0,5.0,0,0,1,Quickest,cab2,long,26.85
2.17,9,4,5.0,1,0,3,WaitAndSave,cab2,short,8.7
17.11,8,5,5.0,1,1,2,WaitAndSave,cab2,long,28.86
28.75,11,2,5.0,0,0,1,BlackSUV,cab2,long,64.53
7.75,0,0,5.0,0,0,1,Economy,cab1,medium,12.27
5.77,0,2,5.0,0,0,1,WaitAndSave,cab1,medium,8.38
13.2,18,5,5.0,1,1,3,Economy,cab2,long,21.72
23.42,1,4,5.0,0,0,1,Minivan,cab1,long,43.93
15.78,4,2,5.0,0,0,1,Quickest,cab1,long,26.1
14.17,23,4,5.0,0,0,1,BlackSUV,cab2,long,35.8
4.9,1,5,5.0,0,1,1,Quickest,cab2,medium,12.63
19.31,12,5,5.0,0,1,1,Minivan,cab1,long,37.99
15.66,18,2,5.0,1,0,2,WaitAndSave,cab2,long,27.28
16.24,7,6,5.0,1,1,2,Quickest,cab2,long,40.72
3.61,9,1,5.0,1,0,2,WaitAndSave,cab2,medium,7.8
0.57,17,4,5.0,1,0,2,WaitAndSave,cab1,short,6.86
27.89,9,2,5.0,1,0,3,WaitAndSave,cab1,long,33.87
17.58,7,6,5.0,1,1,2,BlackSUV,cab2,long,67.17
28.74,16,4,5.0,0,0,1,WaitAndSave,cab2,long,25.23
15.86,10,2,5.0,1,0,2,BlackSUV,cab2,long,62.34
10.65,15,0,5.0,0,0,1,Quickest,cab2,long,20.47
21.9,1,4,5.0,0,0,1,Minivan,cab2,long,43.06
27.34,1,2,5.0,0,0,1,Minivan,cab1,long,50.61
29.97,5,3,5.0,0,0,1,WaitAndSave,cab2,long,25.93
4.17,8,1,5.0,1,0,3,Minivan,cab1,medium,21.92
11.73,7,2,5.0,1,0,2,Minivan,cab1,long,43.07
19.03,20,2,5.0,1,0,2,WaitAndSave,cab1,long,25.68
1.11,13,3,5.0,0,0,1,BlackSUV,cab1,short,12.11
18.3,13,3,5.0,0,0,1,Quickest,cab2,long,29.5
13.76,6,6,5.0,0,1,1,WaitAndSave,cab2,long,14.41
19.31,6,3,5.0,0,0,1,WaitAndSave,cab2,long,19.34
18.22,20,6,5.0,1,1,2,Quickest,cab1,long,44.57
3.97,1,1,5.0,0,0,1,BlackSUV,cab1,medium,17.17
26.7,14,5,5.0,0,1,1,BlackSUV,cab1,long,63.36
25.84,22,3,5.0,0,0,1,BlackSUV,cab1,long,59.14
25.94,13,4,5.0,0,0,1,Economy,cab2,long,29.93
28.18,13,2,5.0,0,0,1,Quickest,cab1,long,42.22
20.08,15,1,5.0,0,0,1,Quickest,cab1,long,30.84
25.42,8,0,5.0,1,0,2,Economy,cab1,long,35.73
14.61,7,4,5.0,1,0,3,BlackSUV,cab2,long,47.15
29.4,23,4,5.0,0,0,1,Minivan,cab1,long,54.6
20.15,11,4,5.0,0,0,1,WaitAndSave,cab1,long,19.61
6.53,7,0,5.0,1,0,2,Economy,cab1,medium,13.09
2.29,3,3,5.0,0,0,1,BlackSUV,cab2,short,13.96
10.94,11,0,5.0,0,0,1,WaitAndSave,cab2,long,12.3
28.1,2,2,5.0,0,0,1,Minivan,cab2,long,50.42
9.52,13,3,5.0,0,0,1,Quickest,cab2,medium,18.08
3.06,16,0,5.0,0,0,1,WaitAndSave,cab1,medium,6.58
18.73,6,2,5.0,0,0,1,Minivan,cab2,long,37.16
28.35,8,1,5.0,1,0,2,BlackSUV,cab2,long,91.42
0.7,7,3,5.0,1,0,2,Minivan,cab1,short,12.36
6.34,8,1,5.0,1,0,3,Quickest,cab2,medium,21.53
27.76,5,2,5.0,0,0,1,Economy,cab1,long,32.66
13.75,12,6,5.0,0,1,1,Economy,cab1,long,18.85
20.26,11,6,5.0,0,1,1,Quickest,cab2,long,30.85
3.37,23,4,5.0,0,0,1,WaitAndSave,cab1,medium,6.62
29.2,5,6,5.0,0,1,1,Economy,cab2,long,32.52
29.46,19,2,5.0,1,0,2,Quickest,cab1,long,70.2
6.48,15,0,5.0,0,0,1,BlackSUV,cab1,medium,22.91
22.9,21,6,5.0,0,1,1,BlackSUV,cab2,long,55.26
19.17,12,6,5.0,0,1,1,BlackSUV,cab1,long,47.43
26.45,9,0,5.0,1,0,2,Quickest,cab2,long,59.26
26.27,6,1,5.0,0,0,1,Minivan,cab1,long,47.21
1.87,16,1,5.0,0,0,1,BlackSUV,cab2,short,14.06
22.61,15,0,5.0,0,0,1,BlackSUV,cab2,long,51.76
9.53,9,6,5.0,1,1,2,Quickest,cab2,medium,23.54
17.29,10,4,5.0,1,0,2,Minivan,cab2,long,41.45
25.2,23,0,5.0,0,0,1,WaitAndSave,cab1,long,22.83
26.55,18,2,5.0,1,0,3,Economy,cab2,long,42.97
11.83,16,5,5.0,0,1,1,BlackSUV,cab2,long,32.59
28.19,3,0,5.0,0,0,1,Quickest,cab1,long,42.32
10.02,8,4,5.0,1,0,3,Quickest,cab1,long,24.94
16.6,3,0,5.0,0,0,1,Minivan,cab2,long,34.44
8.71,1,6,5.0,0,1,1,Quickest,cab1,medium,17.21
2.82,5,1,5.0,0,0,1,Economy,cab2,short,7.5
20.58,11,6,5.0,0,1,1,WaitAndSave,cab2,long,20.53
22.85,6,0,5.0,0,0,1,Minivan,cab1,long,43.24
12.07,14,4,5.0,0,0,1,WaitAndSave,cab2,long,13.13
12.91,11,2,5.0,0,0,1,BlackSUV,cab1,long,34.56
23.6,12,2,5.0,0,0,1,Minivan,cab1,long,45.35
26.77,15,6,5.0,0,1,1,Minivan,cab1,long,50.75
24.56,4,4,5.0,0,0,1,Quickest,cab1,long,36.63
6.41,3,4,5.0,0,0,1,WaitAndSave,cab2,medium,8.83
8.82,9,6,5.0,1,1,2,Economy,cab2,medium,20.64
15.81,23,1,5.0,0,0,1,Economy,cab1,long,19.92
23.19,0,6,5.0,0,1,1,Economy,cab2,long,27.52
20.95,22,4,5.0,0,0,1,BlackSUV,cab2,long,51.72
17.94,18,3,5.0,1,0,2,BlackSUV,cab2,long,62.72
1.15,21,4,5.0,0,0,1,BlackSUV,cab2,short,12.09
27.29,22,4,5.0,0,0,1,WaitAndSave,cab2,long,24.76
13.0,10,3,5.0,1,0,2,Minivan,cab1,long,41.71
3.99,13,4,5.0,0,0,1,Minivan,cab2,medium,13.58
4.81,16,2,5.0,0,0,1,BlackSUV,cab2,medium,18.57
26.16,10,2,5.0,1,0,3,Economy,cab1,long,35.6
3.14,17,4,5.0,1,0,3,BlackSUV,cab2,medium,19.74
6.39,16,0,5.0,0,0,1,Minivan,cab2,medium,17.9
26.0,14,2,5.0,0,0,1,WaitAndSave,cab2,long,22.82
9.07,4,1,5.0,0,0,1,Minivan,cab2,medium,21.65
28.94,21,3,5.0,0,0,1,Quickest,cab2,long,43.33
14.13,7,6,5.0,1,1,3,Minivan,cab2,long,45.46
12.96,9,2,5.0,1,0,2,Economy,cab1,long,21.34
7.02,14,6,5.0,0,1,1,Economy,cab1,medium,11.5
6.49,3,2,5.0,0,0,1,Quickest,cab1,medium,14.15
0.58,12,6,5.0,0,1,1,Economy,cab2,short,5.57
27.18,5,1,5.0,0,0,1,Minivan,cab1,long,51.43
13.54,5,0,5.0,0,0,1,WaitAndSave,cab1,long,14.16
6.38,22,3,5.0,0,0,1,BlackSUV,cab2,medium,22.01
12.21,11,2,5.0,0,0,1,Economy,cab2,long,17.06
6.81,0,1,5.0,0,0,1,WaitAndSave,cab2,medium,9.07
11.55,22,0,5.0,0,0,1,Minivan,cab2,long,26.42
0.62,12,4,5.0,0,0,1,BlackSUV,cab1,short,10.99
25.73,1,2,5.0,0,0,1,BlackSUV,cab1,long,58.25
17.72,4,3,5.0,0,0,1,Minivan,cab1,long,34.69
13.16,6,3,5.0,0,0,1,BlackSUV,cab1,long,34.34
8.45,14,1,5.0,0,0,1,Economy,cab1,medium,13.42
29.68,18,3,5.0,1,0,3,BlackSUV,cab1,long,113.05
1.65,2,2,5.0,0,0,1,Minivan,cab2,short,10.93
29.54,9,1,5.0,1,0,2,WaitAndSave,cab1,long,45.52
1.14,6,3,5.0,0,0,1,Quickest,cab1,short,8.21
17.87,23,2,5.0,0,0,1,Economy,cab1,long,21.72
15.16,18,4,5.0,1,0,2,WaitAndSave,cab1,long,23.1
7.5,8,1,5.0,1,0,2,BlackSUV,cab1,medium,35.02
